device,timestamp,server_id,server_name,server_country,server_sponsor,server_host,server_location,ping_ms,download_mbps,upload_mbps,download_bytes,upload_bytes,bytes_sent,bytes_received,client_ip,client_isp,isp,interface_external_ip,result_id,result_url,cli_type
OLT Punto Rojo 1,2025-08-21T01:39:21.763020,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San Jos̩,15.751,165.509088,134.85384,273412620,72225699,,,,,Telecable Costa Rica,190.113.114.238,846e9e10-d8ef-48e5-8bb0-02c08e4cda58,https://www.speedtest.net/result/c/846e9e10-d8ef-48e5-8bb0-02c08e4cda58,official
OLT Punto Rojo 1,2025-08-21T01:39:53.711648,17639,Telecable S.A.,United States,,speedtestmiami.telecablecr.com,"Miami, FL",40.502,163.780848,142.492952,182252628,175866118,,,,,Telecable Costa Rica,190.113.114.238,31e5daf7-4d7e-46a2-9009-5833c72e9778,https://www.speedtest.net/result/c/31e5daf7-4d7e-46a2-9009-5833c72e9778,official
OLT Punto Rojo 1,2025-08-21T01:47:21.672312,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San Jos̩,3.237,415.054256,440.690616,555540396,518876715,,,,,Telecable Economico,200.229.0.182,66dc16ca-8ad3-4618-b92f-5221b916e4a4,https://www.speedtest.net/result/c/66dc16ca-8ad3-4618-b92f-5221b916e4a4,official
OLT Punto Rojo 1,2025-08-21T01:47:55.598628,17639,Telecable S.A.,United States,,speedtestmiami.telecablecr.com,"Miami, FL",39.013,16.159664,433.693648,20602492,597761063,,,,,Telecable Economico,200.229.0.182,4468b573-88c6-4c95-acb2-212f4cf06c7f,https://www.speedtest.net/result/c/4468b573-88c6-4c95-acb2-212f4cf06c7f,official
OLT Punto Rojo 1,2025-08-21T01:53:26.656945,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San Jos̩,3.303,414.117856,442.800168,543414724,522090855,,,,,Telecable Economico,200.229.0.182,5d01adc4-57af-4cb4-8935-b76a0af4a7db,https://www.speedtest.net/result/c/5d01adc4-57af-4cb4-8935-b76a0af4a7db,official
OLT Punto Rojo 1,2025-08-21T01:54:01.506742,17639,Telecable S.A.,United States,,speedtestmiami.telecablecr.com,"Miami, FL",38.964,17.41904,394.790392,28885284,352893140,,,,,Telecable Economico,200.229.0.182,0aabe43e-d41d-4207-9070-05075855b5ce,https://www.speedtest.net/result/c/0aabe43e-d41d-4207-9070-05075855b5ce,official
OLT Punto Rojo 1,2025-08-21T01:59:32.506609,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San Jos̩,3.499,413.170944,443.525472,546222608,522445023,,,,,Telecable Economico,200.229.0.182,2d7a1516-93e4-4ae1-bb77-c16a0f10ae73,https://www.speedtest.net/result/c/2d7a1516-93e4-4ae1-bb77-c16a0f10ae73,official
OLT Punto Rojo 1,2025-08-21T02:00:12.033311,17639,Telecable S.A.,United States,,speedtestmiami.telecablecr.com,"Miami, FL",38.993,17.346152,440.096584,29869448,678915359,,,,,Telecable Economico,200.229.0.182,ae5a870f-0ed9-44a2-b442-bc8b60d19459,https://www.speedtest.net/result/c/ae5a870f-0ed9-44a2-b442-bc8b60d19459,official
OLT Punto Rojo 1,2025-08-21T02:05:43.535195,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San Jos̩,3.489,414.81276,444.376272,559969840,552804956,,,,,Telecable Economico,200.229.0.182,a162136b-8056-4584-b07b-45b4ab8e450f,https://www.speedtest.net/result/c/a162136b-8056-4584-b07b-45b4ab8e450f,official
OLT Punto Rojo 1,2025-08-21T02:06:15.229017,17639,Telecable S.A.,United States,,speedtestmiami.telecablecr.com,"Miami, FL",38.995,19.41716,426.579984,29393604,389985410,,,,,Telecable Economico,200.229.0.182,d3690a15-038d-4d7a-835e-7949c3d3f9a1,https://www.speedtest.net/result/c/d3690a15-038d-4d7a-835e-7949c3d3f9a1,official
OLT Punto Rojo 1,2025-08-21T02:11:46.034459,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San Jos̩,3.237,415.169704,443.067424,565230952,504476435,,,,,Telecable Economico,200.229.0.182,38df515c-78a5-4297-b7b3-498ccad68c39,https://www.speedtest.net/result/c/38df515c-78a5-4297-b7b3-498ccad68c39,official
