device,timestamp,target_ip,target_name,latency_ms,success,tipo_ping
OLT Punto Rojo 1,2025-08-21T03:19:40.782803,138.59.18.180,SUTEL Local,4.946708679199219,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:20:45.805827,138.59.18.180,SUTEL Local,5.09953498840332,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:21:45.864771,138.59.18.180,SUTEL Local,5.154609680175781,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:22:45.931701,138.59.18.180,SUTEL Local,5.291461944580078,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:23:45.983155,138.59.18.180,SUTEL Local,4.87518310546875,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:24:46.039120,138.59.18.180,SUTEL Local,6.7157745361328125,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:25:51.063922,138.59.18.180,SUTEL Local,5.592823028564453,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:26:51.116971,138.59.18.180,SUTEL Local,5.053281784057617,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:27:51.176851,138.59.18.180,SUTEL Local,4.132270812988281,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:28:51.234054,138.59.18.180,SUTEL Local,4.493951797485352,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:29:51.283274,138.59.18.180,SUTEL Local,4.920721054077148,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:30:51.333107,138.59.18.180,SUTEL Local,3.7958621978759766,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:31:51.386702,138.59.18.180,SUTEL Local,4.511117935180664,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:32:51.445143,138.59.18.180,SUTEL Local,5.055427551269531,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:33:51.494396,138.59.18.180,SUTEL Local,5.285978317260742,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:34:51.548242,138.59.18.180,SUTEL Local,5.425453186035156,True,Ping SUTEL Local Costa Rica
OLT Punto Rojo 1,2025-08-21T03:35:51.615906,138.59.18.180,SUTEL Local,4.117012023925781,True,Ping SUTEL Local Costa Rica
