timestamp,server_id,server_name,server_country,server_sponsor,server_host,server_location,ping_ms,download_mbps,upload_mbps,download_bytes,upload_bytes,bytes_sent,bytes_received,client_ip,client_isp,isp,interface_external_ip,result_id,result_url,cli_type
2025-08-20T22:18:22.274148,18204,Telecable CR,Costa Rica,Telecable,speedtest.telecable.cr,San José,3.41,216.5,319.23,27062500,39903750,39903750,27062500,192.168.1.100,Test ISP,Test ISP,200.100.50.25,test123,http://speedtest.net/result/test123,official
2025-08-20T22:19:05.852235,18204,Telecable S.A.,Costa Rica,,speedtest.telecablecr.com,San JosÃ©,3.544,150.253048,151.39504,205211591,272066818,,,,,Telecable Costa Rica,190.113.114.238,437d51a3-90fd-4f4c-81ac-ec422b6f5e80,https://www.speedtest.net/result/c/437d51a3-90fd-4f4c-81ac-ec422b6f5e80,official
2025-08-20T22:19:39.147640,17639,Telecable S.A.,United States,,speedtestmiami.telecablecr.com,"Miami, FL",40.638,152.200512,130.136416,202123564,155122856,,,,,Telecable Costa Rica,190.113.114.238,29f1c175-eb49-49f9-b6b3-a1573625024a,https://www.speedtest.net/result/c/29f1c175-eb49-49f9-b6b3-a1573625024a,official
